"subject_id","temp_surface_max_c","temp_surface_min_c","temp_bottom_max_c","temp_bottom_min_c","do_above_thermo_max_ppm","do_above_thermo_min_ppm","do_in_thermo_max_ppm","do_in_thermo_min_ppm","do_below_thermo_max_ppm","do_below_thermo_min_ppm"
63265617,NA,21.111,13.889,11.111,NA,9,1.9,6.9,NA,0
63265618,19.1,21.6,NA,NA,7.9,7.8,NA,NA,NA,NA
63265619,20.7,18,7,6.7,5.1,6.1,NA,NA,1.7,3.3
63265620,16.111,15.556,NA,6.111,8,7.9,7.9,0.2,NA,0
63265621,NA,21.7,NA,19.6,7.7,6.8,NA,NA,NA,NA
63265622,NA,17.778,NA,11.6,17.1,11.7,NA,NA,NA,0
63265624,NA,20.4,NA,8.9,5,4.2,0.5,5,NA,NA
63265625,NA,20.2,NA,19.8,NA,8.4,NA,NA,NA,NA
63265626,NA,24.444,NA,16.8,7.8,7.4,3.7,7.8,NA,NA
63265627,NA,23.333,NA,7.778,6.92,6.92,NA,NA,NA,NA
63265628,NA,22.4,NA,20.7,4,6,NA,NA,NA,NA
63265629,NA,23.333,NA,13.333,4.73,7.46,NA,NA,NA,NA
63265630,NA,23.889,NA,20.556,NA,8.1,NA,NA,NA,NA
63265631,NA,17.222,NA,8.5,6.7,5,2.9,3.6,NA,NA
63265632,NA,18,NA,17,NA,3.35,NA,NA,NA,NA
63265633,NA,21.111,NA,17.778,NA,NA,7.3,6.6,NA,NA
63265634,NA,20.6,NA,6.6,5.9,6.6,4,6,NA,3.6
63265635,NA,17.778,NA,15,NA,8,NA,NA,NA,4
63265636,NA,21.667,NA,NA,NA,5.2,NA,NA,NA,NA
63265637,NA,21,NA,7.4,6.8,7.1,4,7.1,NA,0.2
63265638,23.889,20,17.1,8.8,9.3,8.4,9.2,2.8,3,0.5
63265639,NA,18.889,NA,18.889,7.4,7.7,NA,NA,NA,NA
63265640,NA,21.222,NA,17,5.1,6.2,NA,NA,NA,NA
63265642,24.6,21.6,20.1,16.4,8.75,7.05,NA,NA,8.55,8.2
63265643,25.556,23.889,NA,20.6,7.5,6.8,NA,NA,NA,NA
63265644,NA,23.7,NA,8.4,4.9,5.8,NA,NA,NA,NA
63265645,NA,NA,NA,12.778,NA,NA,NA,NA,NA,NA
63265646,NA,18.8,NA,5.7,7.6,8.3,NA,NA,0.5,3
63265647,19.8,19.4,NA,9.4,5,7.2,3.3,5,NA,3
63265648,22.056,20.556,NA,18.889,9.7,5.4,NA,NA,NA,5.4
63265649,22.778,21.111,NA,20,8,6.9,NA,NA,NA,NA
63265650,NA,15.8,NA,16.1,NA,NA,NA,NA,NA,NA
63265651,NA,18.5,NA,13.389,6.7,5.3,6.7,5.3,NA,NA
63265652,NA,18.889,NA,8.333,NA,NA,NA,NA,9.9,2.9
63265653,NA,18.889,NA,17.778,6.6,6.7,NA,NA,NA,NA
63265654,NA,17.6,NA,17.2,NA,NA,NA,NA,NA,NA
63265655,NA,23.8,NA,7.8,NA,8.2,NA,NA,3.5,0
63265656,NA,21.111,NA,NA,4,7,NA,NA,NA,NA
63265657,NA,22.222,NA,20,NA,NA,NA,NA,NA,NA
63265658,15,12.222,NA,12.222,NA,9.8,NA,NA,NA,NA
63265659,NA,18.889,NA,11.556,5.7,5.9,0,5.3,NA,NA
63265660,NA,19.9,NA,11.8,NA,7.2,NA,NA,NA,3.8
63265661,NA,20,NA,19.444,8.4,8.2,NA,NA,NA,NA
63265663,NA,17.778,NA,16.667,NA,NA,NA,NA,NA,NA
63265664,NA,26.667,NA,7.2,NA,NA,NA,NA,NA,7.1
63265666,NA,22.222,NA,6.889,NA,9.7,3.1,9.7,0.1,1.5
63265667,NA,23.889,NA,7.778,NA,NA,NA,NA,NA,NA
63265668,NA,22.778,NA,5.556,8.6,9,9,9,2.2,8.2
63265669,NA,22.2,NA,20.3,7.1,7.4,NA,NA,6,7.2
63265672,NA,24.444,NA,5,7.1,7.79,NA,NA,0,1.9
63265673,NA,26.8,NA,7.8,10.2,7.5,NA,NA,0,2
63265674,30.556,28.889,NA,23.5,6.7,7.9,2.2,4.5,NA,NA
63265675,NA,22.5,NA,9.444,NA,8.8,2.1,8.6,NA,0.4
63265676,30.3,26.8,NA,8.4,7.6,7.5,NA,NA,NA,0
63265677,NA,24.889,NA,14.667,8,4,NA,NA,NA,4
63265678,NA,25,NA,20.778,NA,7.65,NA,NA,NA,0.2
63265679,NA,27.2,NA,26.8,8.8,8.2,NA,NA,NA,NA
63265680,NA,25.556,NA,16.111,5.9,7.8,NA,NA,NA,7.6
63265681,NA,30.6,NA,NA,NA,5.7,NA,NA,NA,NA
63265682,22,21.7,NA,21.2,8,8,NA,NA,NA,NA
63265683,24.9,22.6,10.4,10,7.8,6.3,NA,NA,0,0
63265684,25.7,26.2,7.2,6.6,8.5,6.3,NA,NA,0,1.4
63265685,25.6,24,8.8,8.7,8,7.9,NA,NA,0,0
63265686,NA,25.7,NA,25,6.9,6.8,NA,NA,NA,NA
63265687,NA,23.333,NA,5.556,8.1,8.4,6.4,8.1,0,8.1
63265688,NA,21.667,NA,8.5,5.2,7.7,NA,NA,NA,NA
63265689,23.889,22.778,17.9,9.5,5.4,1,NA,NA,0,1
63265690,NA,22.778,NA,11,6.7,8.6,NA,NA,NA,0
63265691,NA,25,NA,11.389,NA,6.2,0,6.1,NA,0
63265692,NA,25.2,NA,6.9,7.1,6.8,NA,NA,0,0
63265693,NA,23.333,NA,11.8,NA,8.3,NA,NA,NA,0
63265694,NA,20.556,NA,17,3.4,5.5,NA,NA,NA,NA
63265695,25,19.8,NA,9.2,7.1,6.9,NA,NA,0,0
63265696,NA,24.611,NA,19.111,NA,4,NA,NA,NA,0.4
63265697,NA,21,NA,12,8,4,NA,NA,NA,0
63265698,NA,25.722,9.222,5.889,9,8,8,6,2,0.5
63265699,23.6,21.5,7.5,6.3,11.3,5.9,NA,NA,0,0
63265700,NA,20.556,NA,11.667,8,7,NA,NA,NA,2
63265701,25.4,23.9,NA,12,10.6,8.5,NA,NA,0,0.6
63265702,NA,19.778,NA,15.389,5.9,8,0,3.8,NA,NA
63265703,19.4,26,NA,7.8,9.01,6.4,NA,NA,4.2,3.51
63265704,27.8,26.5,10.1,8.4,7.4,7.1,NA,NA,NA,0
63265706,NA,21,NA,16.9,4.998,6.174,NA,NA,NA,NA
63265707,NA,25.9,NA,22.9,7.95,8.6,NA,NA,NA,NA
63265708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63265710,NA,28.333,NA,23.8,7.09,7.3,NA,NA,NA,NA
63265711,25.556,23.333,23.333,22.222,8,8.4,NA,NA,NA,NA
63265712,NA,27.222,NA,24.222,NA,6,NA,NA,NA,NA
63265714,NA,22.4,NA,13.3,5.25,4.55,NA,NA,NA,NA
63265716,NA,23.667,NA,7.278,9.6,8.2,NA,NA,4.5,10.4
63265717,NA,21.5,NA,9.4,8.4,8.2,NA,NA,0,8.4
63265718,NA,18.889,NA,18.889,NA,6.2,NA,NA,NA,6.4
63265719,NA,21.9,NA,10.6,8,7.5,NA,NA,1,0.9
63265720,NA,22.9,NA,8.1,8.5,7.3,NA,NA,7.27,9.5
63265721,NA,25,NA,22.4,NA,7.9,NA,NA,NA,NA
63265722,NA,25.2,NA,23.8,7.37,6.56,NA,NA,NA,NA
63265723,NA,28.889,NA,NA,NA,NA,NA,NA,NA,NA
63265724,NA,22.778,NA,15,NA,NA,NA,NA,4.6,1.4
63265725,24.444,23.333,8.333,7.778,6.8,7.7,6.2,6.8,1.7,5.7
63265726,NA,22.222,NA,17.778,NA,NA,NA,NA,NA,NA
63265727,NA,25.556,NA,25,NA,7.1,NA,NA,NA,6.4
63265728,24.444,23.333,8.2,7.8,6.8,7.7,6.2,6.8,1.7,5.7
63265729,26.111,21.667,NA,4.444,8.3,8.1,8.8,10.8,2.1,4.3
63265730,NA,26.667,NA,21.111,8,7.1,NA,NA,NA,NA
63265731,NA,23.8,NA,14.4,NA,8.49,NA,0.976,NA,NA
63265732,NA,21.667,NA,10,6.9,7.8,0.7,4,NA,0
63265733,NA,23.333,NA,7.222,NA,8.6,NA,NA,NA,0.9
63265734,NA,26.667,NA,19.778,NA,8.2,NA,NA,NA,8
63265735,NA,25,NA,17.2,7.75,7.85,NA,NA,NA,NA
63265736,NA,19.444,NA,10.556,NA,8.5,NA,NA,NA,5.5
63265737,NA,22.222,NA,18.333,NA,6.5,NA,NA,NA,NA
63265738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63265739,NA,22.3,NA,17.1,6.4,6.7,NA,NA,NA,NA
63265740,NA,26.7,NA,25.5,NA,9.2,NA,NA,NA,NA
63265741,NA,23.333,NA,20,NA,7.7,NA,NA,NA,NA
63265742,NA,27.778,NA,27.778,7.7,8.9,NA,NA,NA,NA
63265743,NA,23.333,NA,NA,NA,NA,NA,NA,NA,NA
63265744,NA,25,NA,5.389,NA,NA,NA,8.46,NA,4.21
63265745,NA,23.889,NA,5.556,7.4,7.5,1.4,7.4,0.2,2.9
63265746,NA,22.222,NA,17.222,NA,5.82,NA,NA,NA,3.07
63265747,23.889,23.333,NA,12.778,9.8,9.8,0,9.8,NA,0
63265748,NA,20.556,NA,57,NA,NA,NA,NA,NA,NA
63265750,NA,23.333,NA,17.222,7.8,8.3,2.2,7.5,NA,NA
63265751,NA,22.778,NA,20,NA,NA,NA,NA,NA,NA
63265752,NA,24.444,NA,17.222,NA,NA,NA,NA,NA,NA
63265753,NA,22.778,NA,NA,NA,NA,NA,NA,NA,NA
63265754,NA,23.889,NA,12.222,6.1,8.7,1,4,NA,0
63265755,NA,22.5,NA,7.111,8.5,9.1,0.4,7.6,NA,0.2
63265757,NA,24.444,10,8.333,7.9,7.6,7.6,6.6,2.4,10.1
63265758,NA,23.333,NA,10.556,NA,8.3,NA,NA,0.6,4.7
63265760,NA,25.556,NA,21.4,2.8,8.4,NA,NA,NA,NA
63265761,NA,25.778,NA,23.778,NA,7.6,NA,NA,NA,NA
63265762,NA,25,NA,8.9,8.1,8.3,0.6,7.5,NA,0
63265763,NA,24.444,16.667,10,NA,NA,NA,NA,4,4
63265765,NA,24.389,NA,16.389,5.6,3.4,NA,NA,1.7,0
63265766,NA,25.556,NA,18.889,0.7,8.1,NA,NA,NA,NA
63265767,NA,24,NA,12.278,NA,NA,NA,NA,NA,NA
63265768,NA,25.556,NA,24.444,7.4,7,NA,NA,NA,NA
63265769,NA,24.111,NA,14.222,NA,5,NA,NA,0,0
63265770,NA,21.833,NA,5.167,8.4,9.1,0,7.9,NA,0
63265771,NA,25.556,NA,8.667,9.9,9.4,2.9,14.9,0,0.5
63265772,NA,23.889,NA,7,8.3,3,3,0.6,0,0.2
63265773,NA,23,NA,21.6,6.4,8.6,NA,NA,NA,NA
63265774,NA,26.111,NA,12.778,8.8,8.5,1,8.5,NA,0.6
63265776,NA,17.778,NA,16.667,8.3,9.5,NA,NA,NA,NA
63265777,NA,22.222,NA,10,NA,9.3,6.1,7.2,1.4,6.6
63265778,NA,20.722,NA,20.389,NA,7,NA,NA,NA,NA
63265779,NA,25.722,NA,9.778,NA,NA,NA,NA,NA,0
63265780,NA,23.389,NA,23.222,NA,7.3,NA,NA,NA,NA
63265781,NA,25.556,NA,7.222,7.9,3.7,1.4,3.7,0.2,0.5
63265782,NA,25.389,NA,8.333,NA,4,NA,NA,0,3.5
63265783,NA,25,7.222,6.389,NA,8.2,4.7,6.9,0.5,4.8
63265784,NA,28.889,NA,27,5.4,7.5,NA,NA,NA,NA
63265785,NA,21.667,NA,8.333,10.2,9.6,13.4,7,0,0.5
63265786,NA,25.556,NA,NA,NA,NA,NA,NA,NA,NA
63265787,NA,23.889,NA,18.333,8.1,6.8,NA,NA,NA,NA
63265788,NA,25,NA,11.111,NA,8.8,NA,NA,NA,2.4
63265789,NA,21.111,6,5.4,7.5,7.8,0.2,10.3,0.9,2.9
63265790,NA,30.556,NA,7.5,NA,7.4,3.1,6.6,0,3.1
63265791,NA,17.222,NA,NA,NA,NA,NA,NA,NA,NA
63265792,NA,24.444,NA,9.444,NA,8.1,0,6.8,NA,0
63265793,NA,19.444,NA,NA,NA,NA,NA,NA,NA,NA
63265794,NA,25,NA,7.778,8,8,NA,NA,0,5.5
63265795,NA,24.444,NA,23.333,NA,NA,NA,NA,NA,NA
63265796,NA,26.667,NA,8.333,NA,8.5,NA,NA,0,1.8
63265797,NA,27.778,NA,7.778,9,7,4,3,0,6.7
63265798,NA,22.222,NA,11.111,NA,8,NA,NA,NA,1.6
63265799,NA,26.667,NA,18.333,9,8,NA,NA,NA,NA
63265800,NA,25.556,NA,7.778,NA,8.1,NA,NA,0,9
63265801,NA,23.889,NA,16.667,7.6,7.4,1,7.6,NA,1
63265802,NA,17.222,NA,9.444,NA,8.6,4,3,NA,0
63265803,NA,26.667,NA,5,NA,NA,1.3,6.7,NA,0
63265804,NA,27.778,NA,5,NA,7.1,NA,10,NA,0
63265805,NA,24.444,NA,14.444,NA,9.7,1.4,6.1,NA,0
63265806,NA,22.222,NA,10,NA,8.5,NA,NA,NA,0
63265807,NA,23.611,NA,8.611,7.5,8,NA,NA,0,8
63265808,22.2,18.2,7.9,6.9,8.55,7.4,NA,NA,0.95,0.35
63265809,NA,26.389,NA,8.889,NA,7.7,NA,NA,NA,0.4
63265810,NA,26.667,NA,8.889,NA,7.2,NA,6.4,NA,NA
63265811,NA,21.667,NA,9.444,10.8,10.5,NA,NA,2.8,7.5
63265812,NA,23.889,NA,22.222,9,8,NA,NA,NA,NA
63265813,NA,23.889,NA,13.278,NA,7.5,0,8.9,NA,0
63265814,NA,25.556,NA,8.444,NA,9.7,0,0,NA,0
63265815,NA,19.444,NA,10,NA,8.4,NA,NA,NA,1.8
63265816,NA,29.444,NA,8.333,NA,7.1,NA,NA,NA,0
63265818,NA,25,NA,7.5,9,8.8,NA,NA,NA,0
63265819,NA,25,NA,9.444,NA,8.8,NA,NA,NA,0
63265820,NA,26.667,NA,7.222,NA,8,NA,NA,NA,0.6
63265821,NA,30.556,NA,14.444,NA,7.3,NA,NA,0,7.1
63265822,NA,21.667,NA,7.222,NA,7.96,NA,NA,NA,NA
63265823,NA,21.8,NA,20.8,9.1,9.4,NA,NA,NA,NA
63265824,26.667,23.889,NA,20,6.7,9,NA,NA,0,2.4
63265826,19.7,18.2,19.7,17.8,9,6.35,NA,NA,NA,NA
63265827,NA,24.444,NA,22.3,NA,8.4,NA,NA,5.4,8.4
63265831,NA,22.222,NA,22,9.4,9.7,NA,NA,NA,NA
63265834,NA,23.889,NA,10,4,8.5,NA,NA,0,2
63265835,NA,23.889,NA,6.667,NA,NA,NA,NA,0,7.4
63265836,NA,28.889,NA,NA,NA,8,0,7.3,NA,NA
63265837,NA,22.333,NA,7.111,7,8.6,0,7,NA,0
63265838,NA,23.8,NA,12.8,10.4,9.1,NA,NA,0.6,0
63265839,NA,26.667,NA,NA,7.8,7.3,NA,NA,NA,NA
63265840,NA,23.889,NA,10.556,7.9,7,NA,3.8,NA,3.2
63265841,NA,24.444,NA,17.778,NA,8.7,NA,NA,NA,NA
63265842,NA,21.667,NA,10,NA,9,NA,NA,NA,0
63265843,NA,25.556,NA,7.222,NA,7.6,NA,NA,NA,3.4
63265844,NA,24.444,NA,11.667,8,8.8,0,8,NA,0
63265845,28.333,25,NA,7.1,9.1,7.8,NA,NA,0,1.1
63265846,30.5,26.7,NA,9.4,8.2,8,NA,NA,2.7,1.6
63265847,NA,29.444,NA,28.889,8.1,7.9,NA,NA,NA,NA
63265848,30.1,27.2,26,18.8,8.8,8.3,NA,NA,5.6,0.9
63265849,NA,24.556,NA,10,NA,6.6,1.3,6.3,NA,0
63265850,NA,24.5,NA,15.167,7.4,8,0.5,4,NA,NA
63265851,NA,27.778,NA,27.222,5.3,8.8,NA,NA,NA,NA
63265852,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
63265853,NA,27.778,NA,8.333,7.5,8.5,5.1,6.9,1.9,5.3
63265854,NA,26.7,NA,13.4,12.8,8,NA,NA,NA,0.6
63265855,NA,23.3,NA,7.7,8,7.8,NA,NA,NA,0
63265856,NA,21.667,NA,15.556,NA,11,NA,9,NA,1
63265858,NA,22.222,NA,7.222,NA,6.5,NA,6,NA,0
63265859,NA,23.5,NA,16.8,NA,6.1,NA,4.6,NA,NA
63265860,NA,21.667,71,10,NA,11,NA,NA,NA,NA
63265861,NA,33.333,NA,19.444,NA,9,NA,NA,NA,NA
63265863,NA,16.8,NA,16.4,NA,NA,NA,NA,NA,NA
63265864,NA,18.333,NA,17.778,8.7,8.5,NA,NA,NA,NA
63265866,17.778,16.111,NA,NA,NA,NA,NA,NA,NA,NA
63265867,NA,25.556,NA,7.778,4.2,7.2,3.3,4.2,0.2,3.3
63265869,NA,19.4,NA,15.3,5.4,8.2,NA,NA,NA,NA
63265870,NA,22.222,NA,NA,NA,NA,NA,NA,NA,NA
63265871,NA,25.556,NA,25.556,7.5,6.5,NA,NA,NA,NA
63265872,NA,23.889,NA,16.111,NA,9.5,5,9,NA,2.5
63265873,NA,16.667,NA,10,NA,8.5,7.5,8.5,NA,7
63265874,NA,23.889,NA,16.111,NA,9.5,5,9,NA,2.5
63265875,24.444,23.333,16.944,16.389,8.4,6.1,7.1,1.4,NA,NA
63265876,20.3,20.9,NA,NA,7.2,8.6,4.3,7.2,NA,NA
63265877,NA,23.8,NA,14.2,7.6,7.5,9.2,7.6,NA,NA
63265878,23.889,22.222,NA,NA,NA,NA,NA,NA,NA,NA
63265879,NA,21.111,NA,22.222,NA,7.2,NA,NA,NA,NA
63265880,NA,22.778,NA,5,8.4,8.3,14.2,1.5,1.5,0
63265882,NA,25.778,NA,20.389,NA,NA,NA,NA,NA,NA
63265883,NA,20,NA,17.778,NA,8,NA,NA,NA,5
63265884,NA,19.444,NA,NA,NA,NA,NA,NA,NA,NA
63265885,25,23.333,NA,6.333,NA,7.5,NA,7.6,NA,NA
63265886,NA,16.667,NA,7.5,1,9,NA,NA,NA,1
63265887,NA,20.3,NA,13.9,7.3,1.4,NA,NA,NA,NA
63265888,NA,27.056,17.222,11.556,NA,9.2,NA,9.2,NA,NA
63265889,NA,17.778,NA,NA,NA,5,NA,NA,NA,NA
63265890,NA,23.8,NA,23.1,7.2,6.8,NA,NA,NA,NA
63265891,NA,15.556,NA,5.556,8,8,8,3,4,4
63265892,22.5,22.2,7.9,7.7,11.7,8.1,NA,NA,0.8,0.3
63265893,NA,16.667,NA,16.111,NA,6.5,NA,NA,NA,NA
63265894,NA,17.7,NA,10.2,NA,NA,NA,6.4,NA,NA
63265895,26.111,22.778,NA,15.833,6.6,8.5,5.7,0,NA,0
63265896,NA,17.8,NA,16.2,8.5,8,NA,NA,NA,8
63265897,NA,NA,NA,15.556,NA,NA,NA,NA,NA,NA
63265898,NA,18.889,NA,16.111,9.1,8.6,NA,NA,NA,NA
63265899,NA,24.444,NA,NA,4.8,6.9,NA,NA,NA,NA
63265900,NA,22.778,NA,20.556,8,6,NA,NA,NA,NA
63265901,NA,23.333,NA,NA,3.1,8.7,NA,NA,NA,NA
63265902,NA,18.333,NA,NA,NA,7,NA,5.3,NA,0
63265903,NA,19.444,NA,10,NA,NA,NA,NA,NA,0
63265904,NA,16.667,NA,11.111,NA,NA,NA,NA,NA,NA
63265905,NA,20.556,NA,15,8.1,8.2,NA,NA,NA,NA
63265906,NA,22.222,NA,16.111,NA,8.2,8.2,2.3,2.3,3
63265907,NA,21.6,NA,12.8,7,6.6,NA,NA,0,0
63265908,23.889,22.778,NA,15.2,7.6,7,NA,NA,2.1,3.2
63265909,NA,23.2,NA,19.5,NA,7,NA,NA,NA,NA
63265910,NA,24.444,NA,22.222,NA,10,NA,NA,NA,6.5
63265911,NA,23.889,NA,9.889,NA,NA,0.5,8.9,NA,0.5
63265912,NA,22.778,NA,NA,NA,NA,NA,NA,NA,NA
63265913,NA,23.889,NA,16.667,NA,8.5,NA,NA,NA,NA
63265914,NA,22.778,NA,19.5,NA,7,NA,NA,NA,NA
63265915,NA,23.889,NA,7.7,NA,9.2,NA,NA,NA,0.3
63265916,NA,23.889,NA,9.889,NA,8.9,0.5,8.9,NA,0.5
63265917,26.111,22.222,5.944,5.722,NA,6.8,NA,6.8,NA,0
63265918,24.444,22.778,NA,22.778,7.4,7.1,NA,NA,NA,NA
63265919,NA,21.111,NA,10.556,8.7,7.6,7.9,3,NA,0
63265920,NA,17.778,NA,NA,5,7.5,NA,NA,NA,NA
63265921,NA,25.556,NA,NA,NA,8,NA,NA,NA,NA
63265922,NA,24.444,NA,NA,NA,7.2,NA,NA,NA,NA
63265923,NA,21.667,NA,20.556,NA,NA,NA,NA,NA,NA
63265924,21.667,20,NA,15,NA,8.2,5.7,2.3,5.7,2.3
63265925,NA,19.444,NA,12.222,9.3,8.3,1.3,8.7,NA,NA
63265926,23.889,22.222,NA,10,4.1,9.6,0,0.9,NA,NA
63265927,NA,17.778,NA,17.778,NA,NA,NA,NA,NA,NA
63265928,NA,22.556,NA,17.5,NA,8,NA,NA,NA,NA
63265929,NA,26.111,NA,7.222,7.37,6.73,NA,NA,NA,11.38
63265930,NA,NA,NA,NA,NA,6.97,NA,NA,NA,NA
63265931,22.8,21.4,7,9.1,9.6,8.4,NA,NA,6.6,8.2
63265932,NA,23.333,9,8.889,4.9,7.2,2,4.9,NA,0
63265933,NA,15,NA,8.333,NA,NA,NA,9,NA,7
63265934,NA,22.222,NA,NA,NA,7.9,NA,NA,NA,8.1
63265935,NA,26.111,NA,2.778,NA,8,NA,NA,NA,7
63265936,NA,26.667,NA,26.667,7.8,8,NA,NA,NA,NA
63265937,NA,25,NA,10.1,6.7,0.8,0.3,0.2,NA,NA
63265938,NA,18.5,NA,10.389,8.7,8.8,NA,NA,1,1.5
63265939,NA,21.111,20.222,19.389,8,7.8,NA,NA,7.9,7.8
63265940,NA,24.444,NA,2.778,NA,7,NA,NA,NA,1
63265941,NA,20.556,NA,19.444,NA,7,NA,NA,NA,NA
63265942,NA,23.889,NA,22.778,NA,8.3,NA,NA,NA,9.6
63265943,NA,16.611,NA,13.056,NA,8.6,NA,6.7,NA,1.1
63265944,NA,23.889,NA,23.889,NA,NA,NA,NA,NA,NA
63265945,NA,24.444,NA,12.222,10.3,9.8,NA,0.9,NA,0.3
63265946,24.444,20,17.778,15.556,11.6,4.1,NA,NA,12,10.2
63265947,NA,23.889,NA,15.833,6.6,8.7,0,3.3,NA,0
63265948,NA,22.222,NA,5.2,NA,7.6,NA,NA,NA,3.1
63265950,NA,22.222,NA,5.556,8.2,8.1,NA,NA,2.4,0
63265951,NA,23.889,NA,13.889,7.6,7.4,NA,NA,NA,NA
63265952,NA,22.778,NA,5.556,NA,NA,0.5,6.7,NA,0
63265953,NA,23.222,NA,10.167,7.3,7.5,0.8,7.3,NA,0
63265954,NA,16,NA,15.889,7.8,8.5,NA,NA,NA,NA
63265955,NA,21.667,15,13.333,NA,8.1,3.4,7.1,NA,0
63265956,NA,20,NA,NA,9,7,NA,NA,NA,0
63265957,23.333,21.667,NA,21.667,7.8,8.7,NA,NA,NA,NA
63265958,NA,21.667,NA,13.333,NA,8.1,3.4,7.1,NA,0
63265959,NA,23.889,NA,NA,NA,NA,NA,NA,NA,NA
63265960,NA,22.4,NA,16.4,5.4,5,1.1,5,NA,NA
63265961,NA,22.222,NA,6.111,8.4,10.5,11.8,8.6,0.1,8
63265962,NA,21.111,NA,7.222,11,11.9,11.2,12.4,0.3,7.8
63265963,NA,24.5,NA,7.9,NA,7.53,NA,NA,1.03,5.82
63265964,NA,16.667,NA,NA,NA,NA,NA,NA,NA,NA
63265965,NA,22.778,NA,5.556,10,9.7,9.9,12.6,0.4,9.9
63265966,19.8,19.7,NA,NA,8.1,8.7,NA,NA,NA,NA
63265967,NA,18.889,NA,17.778,10,8,NA,NA,NA,NA
63265968,NA,25.556,NA,5.7,NA,8.9,0.1,8.8,NA,0
63265969,NA,15,NA,8.8,NA,8.8,NA,0.5,NA,NA
63265970,NA,24.2,NA,4.8,7.5,7.8,0.5,7.5,NA,0
63265971,19.6,18.9,NA,4.8,7.9,8.6,0,7.9,NA,0
63265972,NA,20.389,NA,11.611,NA,8.2,5.4,0.1,NA,NA
63265973,NA,23.889,NA,9.6,NA,9.3,0.4,9.1,NA,NA
63265974,19.3,18.9,NA,5,8.8,9,0.2,8.7,NA,0
63265975,NA,17.778,NA,10.222,8.7,9.2,NA,NA,NA,1.1
63265976,17.8,17.4,17.4,17.2,7.9,8.3,NA,NA,NA,NA
63265977,NA,22.5,NA,21.667,8.1,7.6,NA,NA,NA,NA
63265978,NA,25.667,NA,13.167,8.9,8.1,0.1,1.8,NA,0
63265979,28.1,27.1,21.2,14.3,10.7,6,NA,NA,2.8,0
63265980,NA,25.667,NA,13.167,8.9,8.1,0.1,1.8,NA,0
63265981,28.1,27.1,21.2,14.3,10.7,6,NA,NA,2.8,0
63265982,NA,24.778,NA,10.278,8.3,8.3,NA,NA,0,0.1
63265983,NA,25.556,NA,6.111,NA,8,0.87,11.6,NA,0
63265984,NA,26.667,NA,22.778,NA,6.5,NA,NA,NA,1.7
63265985,NA,23.611,NA,22.778,3.7,5.7,NA,NA,NA,NA
63265986,NA,25,NA,6.111,5.8,5.6,0,1.3,NA,0
63265987,NA,25,NA,8.889,5.8,5.8,0,1.3,NA,0
63265988,26.8,25,22,8.2,6.8,1.7,NA,NA,1.7,0
63265989,NA,22.222,10.1,13.7,8.4,9,1.9,7.9,0.2,2.7
63265990,NA,23,NA,6.778,NA,9.7,9.1,1,NA,NA
63265991,NA,9.444,NA,NA,NA,NA,NA,NA,NA,NA
63265993,25.6,24.1,NA,13.8,7.3,6.5,NA,NA,3.5,0
63265995,NA,24.5,NA,6.9,9.4,9.4,NA,NA,0.3,8
63265996,NA,31,NA,24.3,6.2,4,NA,NA,NA,NA
63265998,22.222,21.667,NA,10.556,6.1,5.6,0.4,2.2,NA,NA
63265999,NA,24.444,NA,8.333,9.2,8.9,2.7,9.2,0,1.4
63266001,25.556,20.556,NA,17.444,7.9,8.2,0,3,NA,NA
63266002,NA,24.5,NA,4.9,8.6,8.4,NA,NA,0.2,14.3
63266003,NA,26.667,NA,12.222,9.4,8.9,8.7,17.9,3,6.4
63266004,NA,24.444,NA,NA,7.9,9.2,NA,NA,0,3
63266005,NA,24.444,NA,NA,7.9,9.2,NA,NA,0,3
63266006,22.222,21.667,NA,9.6,8.1,8.3,0,7.9,NA,0
63266007,27.2,25.8,NA,21.8,7.3,7.1,NA,NA,6.7,5.9
63266009,NA,22.778,NA,7.778,8,9.7,NA,NA,0,3
63266010,NA,21.667,7.778,7.222,9.9,9.8,0.2,9.8,NA,0
63266011,NA,24.5,NA,15.8,NA,11.2,NA,NA,NA,3.4
63266013,NA,22.778,NA,6.7,8.7,8.9,8.4,10.6,0.4,8
63266014,27.7,26.6,16.9,5.7,8.9,7.6,NA,NA,4.1,0.2
63266015,NA,26.111,NA,11.6,8.4,7.6,0.1,8.4,NA,0
63266016,NA,21.111,NA,5.278,NA,9.1,NA,NA,5.5,10.6
63266018,NA,27.2,NA,20.5,6.7,6.5,NA,NA,NA,NA
63266019,NA,24.444,NA,10.556,NA,NA,NA,NA,NA,NA
63266020,NA,27.2,NA,20.5,6.7,6.5,NA,NA,NA,NA
63266021,NA,21.111,8,8.9,9.7,9.1,0,8,NA,0
63266022,NA,23.889,NA,8.333,8.8,6.5,NA,NA,0.3,0
63266023,NA,25,NA,9.2,NA,7.5,0.3,7.3,NA,0
63266024,NA,27.2,NA,10.9,7.7,6.8,NA,NA,8.6,7.3
63266026,NA,28.889,NA,NA,NA,6.8,NA,NA,NA,NA
63266027,NA,27.2,NA,10.9,7.7,6.8,NA,NA,0.3,0
