"new_key","lat_dd","long_dd","mdnrid","nhdid"
"36-8",45.95776,-88.13454,"L44715","75472839"
"36-806",46.29554,-88.13232,"L45880","110735745"
"36-808",46.2961,-88.16454,"L45409","110735757"
"36-811",46.29721,-88.17815,"L43375","110735759"
"36-812",46.29137,-88.19232,"L43448","110735801"
"36-818",46.29504,-88.23896,"L45907","110735799"
"36-821",46.2832,-88.13749,"L46375","110735827"
"36-824",46.28637,-88.11843,"L44803","110735787"
"36-826",46.26871,-88.1188,"L43616","110735909"
"36-839",46.25471,-88.20177,"L45311","110736055"
"36-849",46.3261,-88.32649,"L44533","110735625"
"36-85",46.04554,-88.29149,"L43606","111861291"
"36-866",46.30026,-88.25399,"L43748","110735751"
"36-867",46.30165,-88.3351,"L44134","110735779"
"36-877",46.27565,-88.34038,NA,NA
"36-887",46.25332,-88.34593,"L46197","110736115"
"36-9",45.95387,-88.14732,"L44874","75472849"
"36-923",46.30082,-88.4576,"L44127","111860255"
"36-943",46.25054,-88.3876,"L44663","{7CBAFB57-6321-4DC7-8577-BC8CC3C7F7BB}"
"36-95",46.03483,-88.28729,"L43644","111861331"
"36-952",46.32999,-88.57732,"L43868","111860033"
"36-96",46.03332,-88.29454,"L45007","111861313"
"36-977",46.26908,-88.5873,NA,NA
"36-993",46.26304,-88.57927,"L43839","{7AEA2C5B-86C6-40AF-B623-497FCAC3CB69}"
"37-102",43.71777,-84.93593,"L7157","150436751"
"37-105",43.69195,-84.96373,"L1933","150436772"
"37-107",43.69166,-84.94871,"L2455","150436774"
"37-109",43.6611,-84.95593,"L6453","150436783"
"37-110",43.69749,-85.08009,"L18366","150436761"
"37-111",43.70027,-85.08287,"L48206","150436756"
"37-112",43.70193,-85.08676,"L21810","150436756"
"37-113",43.69138,-84.98648,"L13711","150436775"
"37-114",43.68172,-85.00553,NA,NA
"37-117",43.80082,-84.83843,"L3035","149759386"
"37-120",43.76277,-84.82121,"L9963","150436718"
"37-121",43.76138,-84.84732,"L7524","150436717"
"37-122",43.75638,-84.79871,"L3905","150436723"
"37-129",43.80249,-84.87204,"L872","149759381"
"37-135",43.78416,-84.85704,"L2902","150436698"
"37-139",43.77249,-84.94509,"L5722","150436711"
"37-141",43.77749,-84.95565,"L5722","150436711"
"37-142",43.77527,-84.95871,"L5722","150436711"
"37-146",43.7661,-84.93954,"L5462","150436714"
"37-147",43.76471,-84.94204,"L5719","150436715"
"37-150",43.75332,-84.91621,"L5830","150436725"
"37-153",43.73304,-84.86315,"L13168","150436741"
"37-162",43.80749,-85.00898,"L332","150436672"
"37-177",43.74721,-85.00009,"L8193","150436729"
"37-178",43.79589,-84.71495,NA,NA
"37-179",43.65354,-84.99563,"L1149","150436795"
"37-180",43.62393,-84.73212,"L7120","150436798"
"37-181",43.62403,-84.73096,"L701","150436797"
"37-182",43.61616,-84.74597,"L3572","150436808"
"37-183",43.61715,-84.73428,"L5218","150436804"
"37-184",43.61676,-84.72934,"L599","150436805"
"37-185",43.71863,-84.99774,"L452","150436745"
"37-186",43.5844,-84.61014,"L10620","150436822"
"37-187",43.47796,-85.0356,"L12048","150436882"
"37-188",43.78726,-84.81993,"L6843","149759394"
"37-189",43.72435,-85.00107,"L986","150436746"
"37-190",43.58465,-84.94234,"L7732","150436830"
"37-191",43.79921,-84.71945,"L880","149759385"
"37-192",43.804,-84.72232,"L13718","149759376"
"37-193",43.80118,-84.71984,"L6584","149759380"
"37-194",43.69416,-84.9726,"L2789","150436770"
"37-195",43.69284,-84.96974,"L10537","150436771"
"37-196",43.62325,-84.62261,"L11445","150436796"
"37-197",43.77605,-84.87582,"L10334","150436706"
"37-198",43.53226,-84.67341,"L3205","150436866"
"37-199",43.53295,-84.67116,"L1656","150436865"
"37-200",43.69198,-84.90832,"L7325","150436773"
"37-201",43.58458,-85.07535,"L18571","150436831"
"37-41",43.48638,-84.76926,"L10195","150436880"
"37-42",43.47246,-84.82264,"L13595","150436886"
"37-43",43.4686,-84.81676,"L1784","150436887"
"37-44",43.4736,-84.77176,"L12643","150436885"
"37-45",43.4761,-84.75982,"L13076","150436883"
"37-49",43.5536,-84.86426,"L11416","150436851"
"37-54",43.53483,-84.94612,NA,NA
"37-67",43.52332,-85.07509,"L5927","150436870"
"37-68",43.50777,-85.05454,"L9754","150436877"
"37-79",43.55554,-84.84676,"L4552","150436849"
"37-87",43.55888,-84.97009,"L7267","150436846"
"37-90",43.55777,-84.91009,"L12","150436847"
"37-94",43.60138,-85.06954,"L21723","150436818"
"37-95",43.59804,-85.07065,"L15899","150436819"
"37-98",43.58082,-85.06648,"L2562","150436834"
"37-99",43.58592,-84.97133,NA,NA
"38-10",42.3814,-84.24655,NA,NA
"38-11",42.37832,-84.24204,NA,NA
"38-111",42.32204,-84.21294,"L3652","152094852"
"38-115",42.31774,-84.226,"L6080","152094859"
"38-118",42.31054,-84.15565,"L3339","152094865"
"38-119",42.3136,-84.14426,"L11706","152094858"
"38-120",42.3011,-84.1312,"L1592","152094874"
"38-126",42.30138,-84.25009,"L6400","152094873"
"38-127",42.28249,-84.25287,"L7924","152094886"
"38-128",42.28832,-84.2137,"L3754","152094883"
"38-129",42.28138,-84.21843,"L14047","152094887"
"38-133",42.2736,-84.19009,"L8522","152094897"
"38-134",42.2611,-84.21704,"L1478","152094902"
"38-135",42.27308,-84.24061,"L4271","152094901"
"38-137",42.249657,-84.219792,"L49042",NA
"38-141",42.32638,-84.28343,"L640","152094847"
"38-144",42.32388,-84.29398,"L9050","152094848"
"38-146",42.31999,-84.30954,"L4444","152094857"
"38-150",42.29943,-84.30148,"L14162","152094877"
"38-152",42.37138,-84.39648,"L5560","152094788"
"38-154",42.29416,-84.35287,"L6566","152094881"
"38-156",42.29027,-84.3462,"L1378","152094884"
"38-158",42.2786,-84.32259,"L750","152094892"
"38-159",42.28721,-84.29898,"L2860","152094882"
"38-161",42.2661,-84.31231,"L1082","152094908"
"38-20",42.35412,-84.1401,"L173","152094809"
"38-21",42.3528,-84.13433,"L10149","152094811"
"38-22",42.35729,-84.22058,NA,NA
"38-23",42.35221,-84.22037,"L9813","152094815"
"38-233",42.32421,-84.51626,"L1271","152094855"
"38-234",42.32743,-84.5134,"L5858","152094849"
"38-240",42.33231,-84.60251,"L1267","152094843"
"38-25",42.33832,-84.23481,"L4518","152094826"
"38-26",42.34407,-84.22199,"L9813","152094815"
"38-265",42.32569,-84.60705,"L6987","152094853"
"38-268",42.32107,-84.61186,"L3873","152094860"
"38-27",42.34866,-84.22648,"L9813","152094815"
"38-30",42.34193,-84.16037,"L2115","152094825"
"38-310",42.24314,-84.23962,"L5050","152094926"
"38-316",42.21451,-84.24209,"L979","152094956"
"38-317",42.19495,-84.26051,"L13687","152094989"
"38-318",42.19221,-84.22593,"L48359","152094989"
"38-32",42.33221,-84.14759,"L9496","152094828"
"38-323",42.17888,-84.14926,"L4190","151873792"
"38-324",42.17423,-84.15212,"L870","151873795"
"38-325",42.18777,-84.15759,"L2384","151873789"
"38-327",42.18749,-84.16898,"L5098","151873788"
"38-33",42.33918,-84.13998,"L1297","152094827"
"38-330",42.18711,-84.21619,"L4266","152094990"
"38-333",42.16659,-84.20478,"L11734","151873813"
"38-336",42.16249,-84.16648,"L6425","151873807"
"38-34",42.3936,-84.3487,"L10164","152094769"
"38-346",42.21999,-84.32787,"L10292","152094950"
"38-348",42.2281,-84.32525,"L5819","152094959"
"38-349",42.20693,-84.28676,"L11209","152094961"
"38-35",42.3986,-84.3237,"L1492","152094763"
"38-352",42.18666,-84.34926,"L10165","152094988"
"38-353",42.20169,-84.34715,NA,NA
"38-354",42.19082,-84.3362,"L2886","152094987"
"38-357",42.19887,-84.29064,"L5819","152094959"
"38-359",42.19304,-84.26926,"L8835","152094981"
"38-360",42.19388,-84.27926,"L48358","152094984"
"38-361",42.19582,-84.28259,"L11157","152094984"
"38-362",42.17638,-84.33079,"L48357","152095002"
"38-363",42.17749,-84.33704,"L3872","152095002"
"38-367",42.17277,-84.36065,"L10700","152095007"
"38-368",42.15554,-84.28315,"L4955","151873839"
"38-369",42.228738,-84.428829,"L12989","152094938"
"38-37",42.38166,-84.33287,"L6178","152094777"
"38-381",42.20443,-84.39593,"L5792","152094969"
"38-385",42.19693,-84.45593,"L9608","152094980"
"38-388",42.18999,-84.42981,"L3654","152094992"
"38-39",42.37359,-84.33466,"L3219","152094785"
"38-391",42.20277,-84.4412,"L10887","152094974"
"38-395",42.19388,-84.40981,"L5768","152094985"
"38-396",42.19054,-84.4037,"L14012","152094993"
"38-397",42.18777,-84.41954,"L826","152094996"
"38-398",42.19403,-84.41975,"L1651","152094986"
"38-399",42.17082,-84.37231,"L11711","152095009"
"38-4",42.41471,-84.17231,NA,NA
"38-40",42.3731,-84.3373,"L6306","152094786"
"38-402",42.1811,-84.4387,"L13593","152095001"
"38-42",42.3586,-84.3462,"L3621","152094806"
"38-422",42.20471,-84.50537,"L6177","152094970"
"38-423",42.20752,-84.51022,"L3948","152094964"
"38-424",42.1916,-84.54726,"L2418","152094991"
"38-425",42.18777,-84.54843,"L10045","152094998"
"38-43",42.35138,-84.36426,NA,NA
"38-432",42.16071,-84.56407,"L7642","152518584"
"38-44",42.39958,-84.48156,NA,NA
"38-45",42.4011,-84.45926,NA,NA
"38-450",42.1803,-84.63581,"L8179","152518563"
"38-454",42.18357,-84.61573,"L751","152518554"
"38-457",42.18093,-84.64447,"L8179","152518563"
"38-46",42.38499,-84.37926,"L5966","152094775"
"38-470",42.16624,-84.63502,"L13157","152518576"
"38-474",42.15711,-84.18703,"L11962","151873822"
"38-477",42.1236,-84.13593,"L6942","151873842"
"38-479",42.12527,-84.17565,"L1323","151873855"
"38-48",42.38494,-84.38412,"L1964","152094774"
"38-480",42.12298,-84.1845,"L7903","151873856"
"38-489",42.11259,-84.17075,"L3709","151873868"
"38-494",42.08638,-84.14926,"L13987","151873929"
"38-496",42.09949,-84.15662,"L5842","151873896"
"38-497",42.09542,-84.158,"L944","151873908"
"38-503",42.08249,-84.20981,"L12164","151873916"
"38-508",42.07277,-84.22537,"L1761","151873964"
"38-514",42.07296,-84.1345,"L13550","{891BE9E5-DA0A-45AB-BB45-5F0FC63A39C7}"
"38-516",42.14445,-84.34015,"L11691","152095037"
"38-517",42.13721,-84.29231,"L4150","151873853"
"38-518",42.12054,-84.32648,"L12208","151873883"
"38-519",42.09277,-84.3012,"L4185","151873943"
"38-52",42.36749,-84.38343,"L9913","152094793"
"38-550",42.11943,-84.40426,"L11920","152095066"
"38-559",42.11304,-84.4437,"L5073","152095069"
"38-560",42.11277,-84.45787,"L3753","152095068"
"38-566",42.09466,-84.4363,"L4411","152095076"
"38-567",42.09803,-84.44117,"L8955","152095074"
"38-568",42.08832,-84.47259,"L6581","152518646"
"38-571",42.08416,-84.42176,"L13694","152095082"
"38-573",42.07749,-84.42231,"L5899","152095084"
"38-575",42.07881,-84.3954,"L2074","152095086"
"38-597",42.10999,-84.56287,"L3752","152518629"
"38-598",42.10277,-84.56176,"L2522","152518632"
"38-600",42.09166,-84.48509,"L10820","{0A3A0C9E-2BF9-46E9-A119-A1E840D23323}"
"38-601",42.08388,-84.48537,"L6008","152518642"
"38-602",42.08721,-84.49037,"L12605","{0F0E0A7D-DA8E-4086-8D99-0473C9A0DDA1}"
"38-605",42.08888,-84.56731,"L5747","152518649"
"38-607",42.08416,-84.49898,"L1979","152518653"
"38-608",42.07354,-84.50725,"L3198","152518660"
"38-612",42.15237,-84.65006,"L13476","152518589"
"38-613",42.14955,-84.66097,"L3004","152518596"
"38-618",42.13596,-84.67427,"L2082","152518605"
"38-619",42.13144,-84.68488,"L10588","152518610"
"38-621",42.12193,-84.63343,"L5477","152518617"
"38-625",42.11877,-84.68422,"L6555","152518623"
"38-637",42.07666,-84.6812,"L12479","152518659"
"38-638",42.19431,-84.34295,"L4279","152094979"
"38-639",42.33433,-84.1977,"L6807","152094832"
"38-640",42.32554,-84.17487,"L8376","152094842"
"38-641",42.12412,-84.1401,"L6851","151873848"
"38-642",42.14418,-84.20704,"L10944","151873832"
"38-643",42.10658,-84.23574,"L4074","151873893"
"38-644",42.11021,-84.27075,"L3307","151873895"
"38-645",42.23589,-84.24309,"L10477","152094930"
"38-646",42.23683,-84.23865,"L10466","152094928"
"38-647",42.23368,-84.51058,"L496","152094937"
"38-648",42.31818,-84.23491,"L2063","152094856"
"38-649",42.13615,-84.49272,"L13575","152518604"
"38-650",42.28065,-84.14819,"L4760","152094888"
"38-651",42.12394,-84.41911,"L12480","152095062"
"38-652",42.22813,-84.34316,"L7617","152094940"
"38-653",42.22564,-84.34454,"L9017","152094943"
"38-654",42.22506,-84.34348,"L3188","152094947"
"38-655",42.22483,-84.34201,"L3188","152094947"
"38-656",42.22669,-84.34075,"L8833","152094942"
"38-657",42.16062,-84.17836,"L11007","151873819"
"38-658",42.29943,-84.39862,"L48305",NA
"38-659",42.3553,-84.21826,"L9813","152094815"
"38-7",42.3911,-84.14204,"L13773","152094770"
"38-75",42.35717,-84.54133,"L7098","152094812"
"38-8",42.38499,-84.17259,"L6434","152094771"
"38-86",42.36281,-84.59237,"L12156","152094804"
"38-9",42.38145,-84.22217,"L9910","152094773"
"38-91",42.33421,-84.55298,"L48304",NA
"38-93",42.40777,-84.61731,"L7070","152094762"
"38-94",42.40693,-84.63065,"L4655","152094764"
"38-95",42.41471,-84.6762,"L10255","152094760"
"38-96",42.41304,-84.70676,"L4972","152094761"
"38-97",42.37943,-84.6412,"L10892","152094783"
"39-1",42.4061,-85.31343,"L20070","152517988"
"39-102",42.38614,-85.46031,"L26341","152518073"
"39-107",42.36221,-85.48934,"L27762","152518147"
"39-111",42.36457,-85.41794,"L23688","152518143"
"39-113",42.35413,-85.42827,"L23536","152518173"
"39-114",42.35249,-85.4312,"L24739","152518177"
"39-115",42.34848,-85.44037,"L24044","152518189"
"39-116",42.3592,-85.48167,"L29682","152518154"
"39-120",42.3511,-85.50315,"L23932","152518180"
"39-121",42.34388,-85.51148,"L23217","152518197"
"39-129",42.40749,-85.7337,"L23064","152517994"
"39-13",42.37836,-85.40261,"L16773","152517995"
"39-130",42.39443,-85.71287,"L29854","152518056"
"39-131",42.39221,-85.71731,"L24962","152518057"
"39-132",42.39832,-85.7187,"L26998","152518030"
"39-133",42.36837,-85.69046,"L23710","152518131"
"39-134",42.36756,-85.69356,"L25044","152518138"
"39-14",42.39749,-85.38537,"L18992","152518020"
"39-145",42.32582,-85.32093,"L22314","152518259"
"39-154",42.30999,-85.35731,"L20291","152518303"
"39-156",42.30888,-85.35231,"L48433","152518303"
"39-159",42.3105,-85.34457,"L49005",NA
"39-164",42.29471,-85.30565,"L20009","152518355"
"39-168",42.34027,-85.65648,"L23785","152518229"
"39-171",42.27388,-85.32926,"L16297","155635771"
"39-172",42.27388,-85.33481,"L48432","155635771"
"39-175",42.25696,-85.35568,"L15128","155635774"
"39-189",42.24943,-85.34815,"L20856","155635783"
"39-190",42.24499,-85.35259,"L22384","155635789"
"39-191",42.3236,-85.46676,"L24932","152518264"
"39-192",42.32832,-85.52981,"L31027","152518247"
"39-193",42.31425,-85.49194,"L31917","152518300"
"39-194",42.30587,-85.49707,"L26549","152518329"
"39-195",42.30749,-85.5112,"L29486","152518321"
"39-199",42.24445,-84.26629,"L5515","152094921"
"39-20",42.4044,-85.33621,"L15586","152517999"
"39-200",42.28237,-85.49077,"L28773","152518388"
"39-202",42.32107,-85.54613,"L30557","152518274"
"39-206",42.31399,-85.55786,"L29348","152518287"
"39-210",42.26804,-85.57676,NA,NA
"39-211",42.2636,-85.60565,"L31551","152518416"
"39-212",42.26165,-85.61593,"L25153","152518421"
"39-214",42.26744,-85.64056,"L28191","152518408"
"39-215",42.24665,-85.63287,"L31840","152518453"
"39-218",42.25082,-85.60648,"L31769","152518439"
"39-219",42.25499,-85.57426,"L26336","152518431"
"39-223",42.28943,-85.71148,"L25191","152518367"
"39-224",42.2936,-85.74343,"L30491","155635778"
"39-225",42.28415,-85.73898,"L23834","155635781"
"39-227",42.26981,-85.6941,"L28324","152518404"
"39-228",42.26133,-85.72976,NA,NA
"39-232",42.21999,-85.37231,"L25681","155635829"
"39-234",42.22813,-85.3629,"L14855","155635810"
"39-241",42.2286,-85.4937,"L23181","152518495"
"39-244",42.19499,-85.5237,"L31047","155635904"
"39-246",42.1736,-85.4487,"L25364","155635948"
"39-247",42.16915,-85.48787,"L31487","155635963"
"39-249",42.15277,-85.48426,"L26145","155635994"
"39-257",42.1911,-85.63204,"L24180","152518556"
"39-26",42.37721,-85.34481,"L15231","152518089"
"39-262",42.18638,-85.57398,"L29733","155635952"
"39-263",42.1736,-85.55204,"L25949","155635938"
"39-267",42.15804,-85.6287,"L30835","155636040"
"39-268",42.15499,-85.63759,"L30552","155636079"
"39-270",42.15804,-85.57898,"L24292","155636056"
"39-271",42.23277,-85.65731,"L31549","152518484"
"39-275",42.2186,-85.72009,"L28760","152518514"
"39-286",42.21592,-85.6881,"L27468","152518524"
"39-287",42.21332,-85.68204,"L24337","152518525"
"39-290",42.20582,-85.70176,"L28434","152518531"
"39-293",42.20214,-85.72997,"L28978","152518533"
"39-299",42.1936,-85.72926,"L25749","152518552"
"39-303",42.19915,-85.71954,"L24974","152518548"
"39-306",42.17668,-85.6587,"L27242","152518568"
"39-31",42.36332,-85.40176,"L31961","152518146"
"39-311",42.16475,-85.70458,"L29354","155636030"
"39-312",42.15999,-85.74981,"L28122","155636084"
"39-315",42.16789,-85.73649,"L31946","944a2089-4a86-42d2-b5b3-8bbb427e26ff"
"39-316",42.1572,-85.69606,"L23507","155636106"
"39-318",42.12693,-85.53509,"L31029","155636100"
"39-319",42.13277,-85.5062,"L30058","155636113"
"39-32",42.3611,-85.41065,"L28469","152518149"
"39-321",42.12304,-85.50731,"L24856","155636143"
"39-322",42.10582,-85.51065,"L31467","155636182"
"39-324",42.09193,-85.5162,"L28428","155636236"
"39-328",42.1486,-85.58787,"L26293","155636076"
"39-332",42.10607,-85.64063,"L25362","ec30ef76-22bc-4aef-bf26-252f269f7510"
"39-335",42.09804,-85.56398,"L25805","155636245"
"39-336",42.09193,-85.53926,"L26631","155636263"
"39-337",42.08804,-85.57537,"L28914","155636266"
"39-340",42.08082,-85.58981,"L24295","155636286"
"39-342",42.07138,-85.58176,"L26857","155636360"
"39-343",42.14437,-85.67534,"L23507","155636106"
"39-348",42.13176,-85.65609,NA,NA
"39-357",42.21791,-85.68512,"L24769","152518516"
"39-358",42.35513,-85.38,"L23174","152518155"
"39-359",42.20569,-85.54959,"L29428","155635878"
"39-360",42.31357,-85.34665,"L17381","152518299"
"39-361",42.23157,-85.40714,"L28549","155635806"
"39-362",42.15615,-85.61827,"L24983","155636083"
"39-363",42.08283,-85.68552,"L24788","155636331"
"39-364",42.29916,-85.52993,"L31906","152518356"
"39-365",42.38187,-85.42891,"L23129","152518082"
"39-367",42.34382,-85.65658,"L24124","152518199"
"39-369",42.337,-85.65358,"L23785","152518229"
"39-370",42.3525,-85.50158,NA,NA
"39-371",42.35128,-85.50277,"L23932","152518180"
"39-372",42.35193,-85.50222,"L26240","152518179"
"39-373",42.25905,-85.34702,"L15128","155635774"
"39-43",42.36098,-85.34333,NA,NA
"39-62",42.35027,-85.38926,"L23253","152518175"
"39-63",42.36002,-85.3929,"L27817","152518150"
"39-66",42.33631,-85.40264,"L23499","152518200"
"39-70",42.3361,-85.37815,"L24205","152518224"
"39-89",42.40947,-85.4853,"L24698","152517980"
"39-9",42.40804,-85.38176,"L22972","152517976"
"39-93",42.40332,-85.43398,"L16224","152518005"
"39-94",42.39527,-85.43565,"L28055","152518034"
"39-95",42.39485,-85.42874,"L21746","152518038"
"39-96",42.39274,-85.43171,"L17265","152518051"
"4-1",44.93777,-83.79899,"L12004","113471071"
"4-10",44.98714,-83.46471,"L8554","122383219"
"4-12",45.06388,-83.76399,"L8983","113470563"
"4-13",45.03629,-83.8128,"L5109","113470675"
"4-14",45.11277,-83.64343,"L996","113470325"
"4-15",45.10243,-83.52047,"L8769","113470293"
"4-16",45.09305,-83.50301,"L48164","113470293"
"4-18",45.06916,-83.54093,"L7401","122383172"
"4-19",45.07193,-83.52843,"L1337","122383166"
"4-2",44.89888,-83.8926,"L8323","113471169"
"4-20",45.07278,-83.43755,"L5423","113470389"
"4-23",45.04443,-83.48343,"L9506","122383185"
"4-24",45.12888,-83.3376,"L1509","122383120"
"4-25",45.09329,-83.34228,"L2357","122383148"
"4-26",45.09554,-83.32625,"L1494","122383147"
"4-28",45.07499,-83.35899,"L12728","122383158"
"4-29",45.0686,-83.34704,"L6743","122383156"
"4-30",45.0637,-83.36466,"L12845","122383164"
"4-35",45.03967,-83.3026,"L10019","122383175"
"4-38",45.19638,-83.51204,"L3386","122383081"
"4-39",45.20276,-83.53848,"L6643","122383073"
"4-4",44.98277,-83.84287,"L1678","113471001"
"4-40",45.17527,-83.58815,"L3124","113470075"
"4-41",45.17416,-83.59426,"L7049","113470081"
"4-42",45.16547,-83.43694,"L10484","122383070"
"4-44",45.17499,-83.38788,"L8331","122383092"
"4-45",45.15971,-83.41538,"L456","122383108"
"4-48",45.14047,-83.35169,"L12770","122383118"
"4-49",44.94735,-83.73628,"L882","113470989"
"4-50",45.06395,-83.36471,"L12845","122383164"
"4-51",45.08424,-83.41597,"L11374","122383153"
"4-52",45.06268,-83.36223,NA,NA
"4-8",44.97999,-83.48982,"L2222","122383239"
"40-102",44.72916,-84.92593,"L8827","60087902"
"40-103",44.73499,-84.92343,"L5318","60087890"
"40-104",44.72916,-84.94399,"L647","60087894"
"40-105",44.73416,-84.95482,"L3170","60087898"
