"new_key","lat_dd","long_dd","mdnrid","nhdid"
"63-1502",42.81183,-83.43646,"L10504","147104879"
"63-1509",42.80693,-83.3787,"L2874","146646425"
"63-1515",42.87693,-83.27676,"L11954","147104543"
"63-152",42.60077,-83.62915,"L15631","145331302"
"63-1523",42.86332,-83.26315,"L6726","147104605"
"63-153",42.60693,-83.64009,"L19127","145331233"
"63-1539",42.8411,-83.2812,"L3972","146646262"
"63-1555",42.82987,-83.24025,"L7054","146646314"
"63-1556",42.82473,-83.24306,"L13920","146646342"
"63-1566",42.81055,-83.22676,"L1938","146646388"
"63-1567",42.81166,-83.23204,"L1369","146646378"
"63-1568",42.81256,-83.23962,"L11838","146646376"
"63-157",42.59221,-83.65259,"L22038","145331603"
"63-1570",42.82265,-83.23277,"L5202","146646351"
"63-1571",42.81499,-83.24732,"L6529","146646375"
"63-1573",42.82013,-83.25367,"L13137","146646364"
"63-1575",42.81249,-83.27287,"L10173","146646377"
"63-1576",42.81832,-83.28482,"L3534","146646372"
"63-1580-GRP",42.81539,-83.29747,"L48311","146646383"
"63-1581",42.81632,-83.29436,"L48312","146646383"
"63-1581-GRP",42.81295,-83.28379,"L48314","146646383"
"63-1582",42.81742,-83.29241,"L48313","146646383"
"63-1585",42.82351,-83.29447,"L12538","146646383"
"63-1587",42.80749,-83.32093,"L9361","146646415"
"63-1588",42.80971,-83.32732,"L3868","146646406"
"63-1592",42.79724,-83.29268,"L9943","146646452"
"63-1597",42.80499,-83.24537,"L3601","146646413"
"63-1598",42.80138,-83.25148,"L4079","146646423"
"63-16",42.52055,-83.48287,"L6097","149285986"
"63-1603",42.87666,-83.11732,"L3421","146646198"
"63-1606",42.87499,-83.1287,"L12656","146646196"
"63-1608",42.88027,-83.15037,"L1985","146646184"
"63-1610",42.87916,-83.15926,"L1721","146646194"
"63-1613",42.87527,-83.15482,"L11893","146646201"
"63-1615",42.88499,-83.15343,"L529","146646174"
"63-1618",42.87555,-83.18454,"L6904","147104522"
"63-1628",42.86582,-83.16065,"L12801","146646209"
"63-164",42.57763,-83.68436,"L20781","145331699"
"63-1640",42.8436,-83.15093,"L761","146646259"
"63-1641",42.84584,-83.1536,"L8402","146646257"
"63-1650",42.8286,-83.15009,"L9735","146646317"
"63-166",42.57999,-83.6662,"L20575","145331717"
"63-1660",42.82082,-83.1387,"L7059","146646346"
"63-1664",42.79777,-83.20815,"L9208","146646429"
"63-1680",42.80751,-83.16452,"L6895","146646393"
"63-1682",42.80859,-83.14082,"L7214","146646386"
"63-1683",42.82824,-83.67356,"L3019","147104819"
"63-1690",42.53999,-83.31343,"L22146","149285862"
"63-1691",42.81876,-83.67895,"L11166","147104900"
"63-1692",42.81082,-83.53065,"L7841","147104885"
"63-1693",42.817,-83.24153,NA,NA
"63-1694",42.70496,-83.51404,"L14049","145330403"
"63-1695",42.67425,-83.63383,"L9705","145330539"
"63-1696",42.5282,-83.60306,"L15621","145332567"
"63-1697",42.82853,-83.31035,"L10604","146646322"
"63-1698",42.48862,-83.56793,"L21391","145332985"
"63-1699",42.48309,-83.57296,NA,NA
"63-17",42.50888,-83.48093,"L8294","149286033"
"63-1700",42.83481,-83.22204,"L5322","146646290"
"63-1701",42.4872,-83.58185,"L19034","145333001"
"63-1702",42.82279,-83.29862,"L3760","146646362"
"63-1703",42.48787,-83.5767,NA,NA
"63-1704",42.83655,-83.30255,"L2111","146646287"
"63-1705",42.62854,-83.10429,"L3570","146647140"
"63-1706",42.61508,-83.11655,"L3973","146647179"
"63-1707",42.83799,-83.2786,"L10482","146646283"
"63-1708",42.79686,-83.19871,"L2020","146646445"
"63-1709",42.49187,-83.46499,"L12916","149286145"
"63-1710",42.48014,-83.57567,"L15428","145333102"
"63-1711",42.47696,-83.58074,"L16815","145333134"
"63-1712",42.78421,-83.62011,"L7893","148710244"
"63-1713",42.81199,-83.58847,"L11843","147104887"
"63-1714",42.59717,-83.54904,"L19252","145331358"
"63-1715",42.52917,-83.4492,"L4253","145332485"
"63-1716",42.53142,-83.4554,"L4253","145332485"
"63-1717",42.84242,-83.37902,"L3535","147104745"
"63-1718",42.84875,-83.56202,"L11100","147104733"
"63-1719",42.80193,-83.59049,"L11788","147104917"
"63-1720",42.59943,-83.65088,"L20988","145331317"
"63-1721",42.60291,-83.6585,"L20312","145331268"
"63-1722",42.59846,-83.66338,"L16903","145331329"
"63-1723",42.78326,-83.33101,"L5549","146646536"
"63-1724",42.59984,-83.13397,"L6710","146647212"
"63-1725",42.62045,-83.11508,"L5398","146647167"
"63-1726",42.61777,-83.11366,"L1549","146647178"
"63-1727",42.61304,-83.1145,"L2389","146647185"
"63-1728",42.61256,-83.1184,"L430","146647186"
"63-1729",42.60886,-83.12137,"L10664","146647189"
"63-1730",42.4835,-83.56774,"L21460","145333051"
"63-1731",42.48443,-83.57025,NA,NA
"63-1732",42.82891,-83.2549,"L1986","146646311"
"63-1733",42.81458,-83.66862,"L7861","147104867"
"63-1734",42.5061,-83.54855,"L20084","145332807"
"63-1735",42.49517,-83.56576,"L22770","145332965"
"63-1736",42.49146,-83.56354,NA,NA
"63-1737",42.84744,-83.2731,NA,NA
"63-1738",42.84303,-83.28907,NA,NA
"63-1739",42.52872,-83.58902,"L22650","145332549"
"63-1740",42.53176,-83.58834,"L22650","145332549"
"63-1741",42.80718,-83.45715,"L9948","147104886"
"63-1742",42.79612,-83.18964,"L12163","146646442"
"63-1743",42.65484,-83.46074,"L11674","145330794"
"63-1744",42.70119,-83.46282,"L13138","145330420"
"63-1745",42.64602,-83.45479,"L9132","145330863"
"63-1746",42.81358,-83.27949,"L5077","146646379"
"63-1747",42.618,-83.56781,"L18806","145331089"
"63-1748",42.75152,-83.59572,"L13615","148710387"
"63-1749",42.70319,-83.40503,"L9110","146646898"
"63-1750",42.83366,-83.2937,"L6791","146646291"
"63-1751",42.48171,-83.55824,"L19532","145333088"
"63-1752",42.83381,-83.28218,"L13549","146646303"
"63-1753",42.8267,-83.28483,"L11460","146646338"
"63-1754",42.82818,-83.27989,"L12459","146646335"
"63-1755",42.82965,-83.27692,"L13064","146646321"
"63-1756",42.83269,-83.27685,"L1634","146646305"
"63-1757",42.4547,-83.4591,"L9210","149286284"
"63-1758",42.45957,-83.44735,"L7795","149286272"
"63-1759",42.68473,-83.45726,"L8792","145330454"
"63-1760",42.64683,-83.67066,"L22583","148710518"
"63-1761",42.61573,-83.09692,"L2949","146647175"
"63-1762",42.85504,-83.54156,"L6108","147104677"
"63-1763",42.59716,-83.54227,"L21978","145331306"
"63-1764",42.86043,-83.59718,"L3439","147104659"
"63-1765",42.85966,-83.59402,"L3439","147104659"
"63-1766",42.821,-83.52466,"L1988","147104835"
"63-1768",42.83388,-83.59295,"L9633","147104801"
"63-177",42.58615,-83.62498,"L18367","145331658"
"63-1770",42.77984,-83.19993,"L375","146646535"
"63-1772",42.78026,-83.16266,"L3835","146646525"
"63-1773",42.62162,-83.55013,"L17547","145331083"
"63-1774",42.68002,-83.62698,"L1731","145330498"
"63-1775",42.78448,-83.21478,"L7790","146646515"
"63-1776",42.74183,-83.6316,"L6370","{EA61D4F2-94EB-4DF0-8985-1D690459A138}"
"63-1777",42.77284,-83.68379,"L1666","148710288"
"63-1778",42.77444,-83.68438,"L5731","148710281"
"63-178",42.58526,-83.62169,"L19400","145331660"
"63-179",42.58567,-83.63202,"L21180","145331638"
"63-180",42.58872,-83.62125,"L16830","145331611"
"63-184",42.58651,-83.61519,"L14938","145331645"
"63-2",42.51305,-83.67593,"L21525","145332627"
"63-230",42.53416,-83.57037,"L15773","145332499"
"63-231",42.6111,-83.45676,"L9310","145331129"
"63-232",42.60218,-83.44493,"L4899","145331204"
"63-236",42.61666,-83.45426,"L8526","145331071"
"63-237",42.61221,-83.4762,"L11343","145331157"
"63-238",42.60943,-83.4787,"L48218","145331157"
"63-239",42.60749,-83.47676,"L9803","145331202"
"63-242",42.60805,-83.48648,"L1830","145331181"
"63-249",42.60166,-83.53648,"L21880","145331261"
"63-250",42.60666,-83.53398,"L18532","145331221"
"63-252",42.58888,-83.54982,"L19252","145331358"
"63-256-N",42.58193,-83.49176,"L22148","145331670"
"63-256-S",42.57249,-83.49926,"L22391","145331777"
"63-258",42.58166,-83.45982,"L9542","145331619"
"63-263",42.57999,-83.43232,"L7843","145331665"
"63-266",42.57416,-83.47565,"L15622","145331735"
"63-270",42.57306,-83.48334,"L16290","145331729"
"63-277",42.58055,-83.50982,"L20293","145331651"
"63-278",42.56805,-83.52287,"L16752","145331833"
"63-279",42.56592,-83.52897,"L48251","145331833"
"63-280",42.57138,-83.53787,"L48252","145331833"
"63-299",42.55527,-83.49176,"L8403","145332244"
"63-300",42.56777,-83.48009,"L5711","145331824"
"63-303",42.55749,-83.46926,"L2876","145332213"
"63-305",42.56221,-83.44759,"L8592","145332197"
"63-315",42.54082,-83.48787,"L8072","145332401"
"63-316",42.54832,-83.5087,"L2283","145332334"
"63-318",42.54805,-83.52926,"L14362","145332346"
"63-319",42.53916,-83.54315,"L16895","145332457"
"63-329",42.6236,-83.33704,"L13267","146647176"
"63-330",42.60721,-83.32565,"L11284","149285629"
"63-333",42.61666,-83.36815,"L5042","146647192"
"63-334",42.59888,-83.40232,"L12659","146647230"
"63-337",42.60693,-83.41954,"L9547","145331190"
"63-338",42.60999,-83.42287,"L65","145331167"
"63-339",42.61166,-83.42648,NA,NA
"63-340",42.59166,-83.41565,"L9950","145331332"
"63-342",42.59601,-83.41309,"L3157","145331294"
"63-344",42.58527,-83.3712,"L3660","146647236"
"63-346",42.59832,-83.37009,"L5266","146647228"
"63-347",42.59138,-83.34204,"L14166","146647235"
"63-348",42.59499,-83.31898,"L16371","149285658"
"63-349",42.58138,-83.3237,"L20991","149285669"
"63-353",42.57943,-83.34204,"L14240","149285674"
"63-356",42.57249,-83.34815,"L21247","149285696"
"63-359",42.57555,-83.39537,"L4867","145331740"
"63-365",42.56582,-83.39926,"L4487","149285715"
"63-366",42.55666,-83.41537,"L409","145332206"
"63-367",42.57082,-83.38537,"L5383","145331759"
"63-368",42.56189,-83.38214,"L11680","149285731"
"63-371",42.56527,-83.37704,"L2325","149285720"
"63-372",42.56666,-83.34398,"L19830","{2FE556BA-21F9-4ABF-BA55-51E6C5A211A7}"
"63-373",42.56582,-83.34843,"L15284","149285714"
"63-377",42.5636,-83.34593,"L16165","149285728"
"63-381",42.56193,-83.33037,"L17447","149285711"
"63-404",42.6111,-83.27232,"L10567","146647200"
"63-405",42.60999,-83.31204,"L4616","149285623"
"63-406",42.60221,-83.31093,"L428","149285636"
"63-410",42.59555,-83.30065,"L18015","149285647"
"63-411",42.58832,-83.29426,"L17655","149285656"
"63-416",42.59193,-83.27259,"L21044","149285652"
"63-420",42.58749,-83.23287,"L11399","149285655"
"63-444",42.5836,-83.30065,"L14595","149285664"
"63-446",42.57277,-83.29732,"L14796","149285691"
"63-447",42.5861,-83.31509,"L18967","149285665"
"63-449",42.57721,-83.31593,"L15418","149285678"
"63-452",42.57055,-83.2887,"L17102","149285698"
"63-453",42.56313,-83.29832,"L15822","149285722"
"63-454",42.56471,-83.30093,"L22839","149285713"
"63-456",42.55805,-83.27759,"L20446","149285730"
"63-461",42.5711,-83.24537,"L18819","149285694"
"63-473",42.56309,-83.23474,"L18492","149285717"
"63-494",42.55277,-83.29843,"L20505","149285740"
"63-496",42.55303,-83.31388,"L18569","149285744"
"63-540",42.69478,-83.62043,"L12062","148710468"
"63-551",42.67443,-83.65009,"L6213","145330540"
"63-553",42.88166,-83.27287,"L8087","147104517"
"63-559",42.67027,-83.63065,"L9807","145330552"
"63-561",42.67447,-83.64135,"L3201","145330543"
"63-564",42.66693,-83.61315,"L8824","145330558"
"63-568",42.67555,-83.61954,"L8644","145330536"
"63-569",42.67666,-83.58648,"L11169","145330503"
"63-575",42.6686,-83.5637,"L11561","145330487"
"63-579",42.65749,-83.58176,"L260","145330791"
"63-588",42.65388,-83.59926,"L13758","145330836"
"63-589",42.65855,-83.58956,"L7681","145330780"
"63-590",42.66055,-83.60398,"L2051","145330773"
"63-594",42.65388,-83.6087,"L3362","145330814"
"63-609",42.66305,-83.64954,"L20978","145330728"
"63-614",42.65755,-83.65687,"L20436","145330788"
"63-641",42.64416,-83.60787,"L8051","145330903"
"63-643",42.64457,-83.61241,NA,NA
"63-644",42.64527,-83.59037,"L14000","145330893"
"63-671",42.63441,-83.61085,"L17883","145331001"
"63-673",42.6261,-83.60982,"L19098","145331021"
"63-675",42.6302,-83.60763,"L19098","145331021"
"63-691",42.61443,-83.64454,"L14643","145331174"
"63-7",42.4861,-83.61593,"L17657","{F648A915-C9E7-4165-93D9-F9E03CA6A07C}"
"63-709",42.69446,-83.47085,NA,NA
"63-711",42.68721,-83.49287,"L9423","145330450"
"63-712",42.68669,-83.49821,NA,NA
"63-728",42.66888,-83.54232,"L11402","145330550"
"63-731",42.66666,-83.45843,"L1630","145330572"
"63-736",42.65638,-83.48287,"L11626","145330782"
"63-737",42.65943,-83.48787,"L952","145330763"
"63-754",42.65916,-83.55537,"L18552","145330754"
"63-768",42.64443,-83.5562,"L15025","145330901"
"63-771",42.6411,-83.50787,"L10070","145330940"
"63-774",42.64582,-83.48065,"L12310","145330879"
"63-779",42.65499,-83.50176,"L7309","145330785"
"63-780",42.64999,-83.46676,"L8434","145330805"
"63-781",42.64082,-83.51898,"L11986","145330931"
"63-789",42.62971,-83.47926,"L8295","145330973"
"63-798",42.63286,-83.51907,"L11901","145330983"
"63-801",42.63888,-83.52792,"L487","145330935"
"63-803",42.63749,-83.53954,"L2925","145330956"
"63-813",42.62777,-83.55093,"L19539","145331039"
"63-825",42.61451,-83.543,"L18289","145331111"
"63-829",42.61943,-83.50565,"L11079","145331081"
"63-833",42.61832,-83.49787,"L11993","145331103"
"63-834",42.62414,-83.46972,"L9483","145331027"
"63-837",42.61916,-83.47176,"L1638","145331059"
"63-838",42.61971,-83.47982,"L3489","145331079"
"63-842",42.69193,-83.32343,"L9112","146646936"
"63-843",42.69055,-83.33898,"L5324","{42F36298-20AA-4502-A38F-7F64E9E97C5F}"
"63-844",42.69416,-83.34343,"L10809","146646933"
"63-846",42.70027,-83.36065,"L8455","146646930"
"63-848",42.70249,-83.37898,"L3422","{C512E135-C799-4A41-B676-7468FB476A71}"
"63-849",42.69777,-83.38565,"L6634","146646924"
"63-854",42.70338,-83.42869,"L48290","146646951"
"63-855",42.70332,-83.42287,"L5321","146646901"
"63-856",42.69027,-83.4312,"L5781","146646951"
"63-857",42.6761,-83.42259,"L914","146647017"
"63-859",42.68499,-83.40537,"L10272","146646981"
"63-860",42.683,-83.38783,"L5275","146646993"
"63-865",42.68027,-83.35732,"L4570","146646999"
"63-868",42.68749,-83.34398,"L658","146646958"
"63-869",42.68555,-83.34843,"L6568","146646969"
"63-871",42.67885,-83.34317,"L4431","146647009"
"63-872",42.67666,-83.3287,"L4661","146647005"
"63-876",42.66971,-83.35259,"L8069","146647024"
"63-877",42.66471,-83.36954,"L6962","146647031"
"63-89",42.52614,-83.2446,"L48308",NA
"63-896",42.67221,-83.39593,"L3312","146647025"
"63-915",42.64166,-83.4362,"L7788","146647136"
"63-918",42.64332,-83.38676,"L857","146647133"
"63-920",42.64971,-83.3762,"L10025","146647099"
"63-921",42.6436,-83.36565,"L9883","146647118"
"63-925",42.6311,-83.38148,"L534","146647158"
"63-934",42.6286,-83.34787,"L13267","146647176"
"63-943",42.677,-83.32354,"L48190","146647005"
"63-953",42.66499,-83.25148,"L7725","146647040"
"63-954",42.6611,-83.31398,"L1260","146647055"
"63-956",42.65499,-83.29704,"L4379","146647069"
"63-957",42.6586,-83.30648,"L1167","146647059"
"63-969",42.6211,-83.30398,"L259","146647170"
"63-970",42.62443,-83.31676,"L196","146647168"
"63-976",42.63388,-83.25593,"L9419","146647137"
"63-979",42.70749,-83.10204,NA,NA
"64-104",43.5736,-86.28759,"L25348","82819424"
"64-11",43.49467,-86.10102,"L24461","82819828"
"64-111",43.56783,-86.32992,"L31543","82819484"
"64-114",43.62721,-86.46176,"L23938","{9A6CBB28-ADA8-4C6E-A3D7-08B94B289D0F}"
"64-119",43.61665,-86.44509,"L24211","82819166"
"64-123",43.57826,-86.4278,"L28242","82819482"
"64-127",43.58971,-86.52176,"L30109","{126E11C6-D567-4EDA-861F-A6A5B3C76CD8}"
"64-130",43.72443,-86.07843,"L21416","82818180"
"64-131",43.72388,-86.15148,"L21400","82818260"
"64-133",43.68471,-86.15565,"L23014","82818570"
"64-136",43.66854,-86.11905,"L15597","82818700"
"64-139",43.64415,-86.12093,"L15729","82818864"
"64-142",43.64749,-86.06537,"L22746","82818772"
"64-158",43.6636,-86.19037,"L22895","82818744"
"64-162",43.65943,-86.27565,"L28019","82818836"
"64-163",43.65527,-86.21926,"L22490","82818814"
"64-168",43.71721,-86.37232,"L18239","82818526"
"64-17",43.51641,-86.19261,"L24460","82819718"
"64-178",43.65221,-86.38037,"L31205","82818914"
"64-18",43.51388,-86.23065,"L29718","82819782"
"64-182",43.70415,-86.42732,"L17843","82818536"
"64-185.1",43.69006,-86.48239,"L18708","{1B95234A-5144-477E-BCBB-63C6EB93E6F8}"
"64-188",43.66776,-86.50482,"L28591","82818876"
"64-192",43.65915,-86.43648,"L28489","{C76A4926-89ED-497B-81FE-DC5EF3AD747E}"
"64-193",43.64807,-86.40587,"L31783","82818972"
"64-2",43.51489,-86.07425,"L27569","82819686"
"64-203",43.77832,-86.09759,"L19297","82817752"
"64-208",43.76305,-86.15507,"L16583","82817904"
"64-21",43.51027,-86.23537,"L29345","82819814"
"64-216",43.74499,-86.12398,"L21512","82818018"
"64-218",43.74582,-86.14454,"L19356","82818028"
"64-219",43.74582,-86.15287,"L17703","82818034"
"64-221",43.74165,-86.11676,"L19892","82818054"
"64-25",43.49471,-86.26926,"L24466","82819920"
"64-251",43.76999,-86.42093,"L20762","82818094"
"64-255",43.80963,-86.04616,"L18791","82817548"
"64-256",43.513,-86.37323,"L25661","82819848"
"64-257",43.64869,-86.13975,"L17222","82818856"
"64-258",43.48859,-86.36418,"L26472","82819986"
"64-259",43.67581,-86.48367,"L18708","{1B95234A-5144-477E-BCBB-63C6EB93E6F8}"
"64-260",43.6191,-86.1958,"L18929","82819040"
"64-261",43.73081,-86.06433,"L18777","82818146"
"64-263",43.75899,-86.15863,"L19929","82817942"
"64-27",43.55388,-86.29232,"L26916","82819560"
"64-29",43.55638,-86.31148,"L29570","82836392"
"64-31",43.54443,-86.35565,"L28350","82819638"
"64-32",43.53332,-86.36565,"L28761","82819704"
"64-33",43.52665,-86.33398,"L25349","82819730"
"64-34",43.52005,-86.34121,"L30953","82819788"
"64-35",43.51888,-86.35398,"L29982","82819806"
"64-37",43.52388,-86.35259,"L28188","82819752"
"64-38",43.5211,-86.36343,"L29037","82819798"
"64-39",43.51304,-86.35926,"L25043","82819850"
"64-45",43.50971,-86.29315,"L25347","82819836"
"64-47",43.55999,-86.47982,"L23638","82819600"
"64-49",43.54138,-86.48565,"L31458","82819710"
"64-50",43.53888,-86.44537,"L27307","82819706"
"64-51",43.53193,-86.43815,"L29717","82819734"
"64-56",43.63027,-86.04897,"L22215","82818960"
"64-57",43.63003,-86.04257,"L18976","82818918"
"64-58",43.6286,-86.05954,"L18145","82818920"
"64-61",43.64582,-86.10843,"L16673","82818800"
"64-63",43.63443,-86.13648,"L18648","82818936"
"64-66",43.61193,-86.08843,"L16482","82819028"
"64-67",43.6161,-86.09009,"L18060","82819010"
"64-68",43.62124,-86.06888,"L15872","82818976"
"64-7",43.50443,-86.09398,"L24772","82819776"
"64-74",43.60777,-86.12037,"L20097","82819068"
"64-75",43.58915,-86.14954,"L21770","82819228"
"64-76",43.58443,-86.11843,"L18197","82819244"
"64-79",43.57317,-86.04013,"L30754","82819294"
"64-8",43.48499,-86.05593,"L30937","82819882"
"64-80",43.62768,-86.20602,"L16613","82819000"
"64-86",43.58754,-86.26752,"L26476","82819306"
"64-89",43.59888,-86.23565,"L27232","82819210"
"64-91",43.58693,-86.16398,"L29105","82819250"
"64-92",43.58117,-86.26814,"L31164","82819374"
"64-93",43.57749,-86.27676,"L31893","82819392"
"64-95",43.55971,-86.26121,"L29039","82819520"
"65-10",44.20832,-84.3501,"L1333","149759017"
"65-100",44.29304,-84.00148,"L677","118253943"
"65-101",44.26332,-83.94843,"L6001","118254091"
"65-102",44.40943,-84.26176,"L11318","83977745"
"65-104",44.40499,-84.28315,"L9814","83977753"
"65-105",44.41054,-84.28065,"L10023","83977749"
"65-106",44.41666,-84.28065,"L1238","83977733"
"65-109",44.39888,-84.2926,"L2021","83977771"
"65-110",44.39999,-84.27371,"L13391","83977763"
"65-111",44.39779,-84.26072,"L116","83977769"
"65-112",44.38832,-84.24898,"L7190","83977789"
"65-119",44.37971,-84.24121,"L1681","83977809"
"65-120",44.37638,-84.15426,"L10178","118253523"
"65-121",44.40332,-84.00565,"L472","118253095"
"65-122",44.40736,-84.01225,"L4800","118253115"
"65-123",44.4111,-84.02093,"L4805","118253065"
"65-124",44.41754,-84.02537,"L9298","118253035"
"65-126",44.40888,-84.02982,"L10303","118253119"
"65-129",44.39943,-84.1101,"L2932","118253273"
"65-13",44.19388,-84.30398,"L9875","149759035"
"65-131",44.39666,-84.08371,"L5000","118253277"
"65-133",44.40081,-84.0265,"L9413","118253167"
"65-134",44.39874,-84.03254,"L13405","118253207"
"65-135",44.39553,-84.02895,"L2458","118253229"
"65-136",44.40228,-84.03304,"L1804","118253169"
"65-138",44.39757,-84.01348,"L2771","118253199"
"65-139",44.3786,-84.02482,"L7437","118253381"
"65-142",44.34166,-84.00732,"L2779","118253663"
"65-143",44.40499,-83.89204,"L239","118253029"
"65-144",44.4111,-83.90843,"L9722","118252967"
"65-145",44.41221,-83.9176,"L8664","118252969"
"65-146",44.41249,-83.92287,"L6342","118252975"
"65-147",44.41943,-83.93537,"L12617","83977673"
"65-148",44.4186,-83.96899,"L1251","118252957"
"65-149",44.41193,-83.98037,"L6585","118252977"
"65-150",44.39749,-83.98926,"L6109","118253181"
"65-151",44.39916,-83.97315,"L13049","118253147"
"65-152",44.38971,-83.89732,"L8560","118253143"
"65-153",44.38416,-83.90398,"L4017","118253237"
"65-154",44.38777,-83.91343,"L474","118253193"
"65-156",44.38172,-83.94814,"L13511","118253299"
"65-158",44.37332,-83.90204,"L13707","118253329"
"65-159",44.36388,-83.91037,"L6838","118253421"
"65-161",44.35006,-83.94562,"L11955","118253503"
"65-162",44.36075,-83.95302,"L8468","118253497"
"65-163",44.35582,-83.97093,"L6938","118253573"
"65-164",44.35544,-83.99032,"L7783","118253587"
"65-165",44.35721,-83.98454,"L8205","118253519"
"65-166",44.34138,-83.98343,"L7564","118253669"
"65-168",44.4911,-84.11871,"L4375","118252739"
"65-169",44.34277,-83.90648,"L10391","118253631"
"65-17",44.20007,-84.25068,"L9163","149759024"
"65-170",44.18721,-84.00093,"L6576","118254707"
"65-171",44.4267,-84.32566,"L8552","83977711"
"65-172",44.50138,-84.13093,NA,NA
"65-173",44.50658,-84.1418,"L14050","83977329"
"65-174",42.05417,-84.47431,NA,NA
"65-176",44.50304,-84.10482,"L6220","83977353"
"65-177",44.50082,-84.10843,"L4194","83977365"
"65-178",44.50332,-84.0926,"L6103","83977335"
"65-18",44.1936,-84.25537,"L10505","149759033"
"65-182",44.49304,-84.10954,"L4442","83977415"
"65-186",44.45193,-84.05954,"L10757","118252783"
"65-187",44.45856,-84.01183,NA,NA
"65-189",44.43971,-84.01787,"L10497","118252843"
"65-190",44.4382,-84.01809,"L3700","118252853"
"65-191",44.43721,-84.01704,"L12297","118252857"
"65-192",44.50054,-83.92704,"L4440","83977203"
"65-193",44.45138,-84.0051,"L11212","118252767"
"65-194",44.45582,-83.88593,"L8700","83977481"
"65-197",44.44027,-83.91954,"L7052","83977601"
"65-198",44.44193,-83.94426,"L9448","83977593"
"65-199",44.44249,-83.94843,"L4510","83977603"
"65-2",44.2361,-84.33454,"L11528","149758995"
"65-200",44.42999,-83.92037,"L10155","83977587"
"65-201",44.42491,-83.88482,"L9501","118252861"
"65-202",44.23693,-84.05676,"L978","118254379"
"65-203",44.23916,-84.05531,"L2809","118254241"
"65-204",44.43812,-83.89702,"L13012","83977595"
"65-205",44.3225,-84.18327,"L6121","118253859"
"65-206",44.23324,-83.91369,"L13971","118254303"
"65-207",44.27475,-84.08288,"L5380","118254077"
"65-208",44.27965,-84.08197,"L5341","118254061"
"65-209",44.27801,-84.08321,"L1807","118254065"
"65-21",44.1811,-84.35232,"L1093","149759054"
"65-210",44.2788,-84.082,"L89","118254063"
"65-211",44.2226,-84.30149,"L1114","149759005"
"65-212",44.20203,-84.29638,"L1533","149759025"
"65-213",44.43119,-84.32778,"L5163","83977697"
"65-214",44.42412,-84.32626,"L1258","83977729"
"65-215",44.50448,-84.08553,"L344","83977303"
"65-216",44.45237,-83.90818,"L13398","83977511"
"65-217",44.3325,-83.99195,"L6006","118253731"
"65-218",44.2079,-83.90658,"L6733","118254555"
"65-219",44.39189,-84.25545,"L7289","83977779"
"65-220",44.44102,-83.92507,"L48282","83977587"
"65-23",44.18277,-84.36315,"L1665","149759046"
"65-24",44.17471,-84.34898,"L3344","149759059"
"65-27",44.16749,-84.34093,"L2568","149759063"
"65-30",44.24039,-84.00718,"L3701","118254313"
"65-31",44.24221,-84.01982,"L4910","118254299"
"65-32",44.24638,-84.01648,"L8570","118254251"
"65-34",44.23443,-84.04926,"L4137","118254405"
"65-36",44.23888,-84.08343,"L9403","118254355"
"65-38",44.22804,-84.08482,"L11095","118254541"
"65-41",44.22825,-84.04818,"L10615","118254517"
"65-42",44.22888,-84.00732,"L3577","118254469"
"65-43",44.22499,-84.00982,"L5598","118254505"
"65-44",44.21332,-84.06204,"L3890","118254585"
"65-47",44.19166,-84.0301,"L6255","118254705"
"65-48",44.1911,-84.0351,"L2777","118254697"
"65-49",44.19527,-84.0401,"L8890","167792215"
"65-50",44.2011,-84.03787,"L8204","118254623"
"65-51",44.19777,-84.00093,"L989","167792111"
"65-52",44.1936,-84.00621,"L4806","118254629"
"65-53",44.19138,-84.01648,"L11862","118254703"
"65-54",44.1936,-84.01815,"L3902","118254683"
"65-55",44.18666,-84.0201,"L12926","118254727"
"65-57",44.18471,-84.0326,"L7149","118254731"
"65-59",44.24638,-83.97982,"L12717","118254219"
"65-60",44.24582,-83.99426,"L1351","118254265"
"65-61",44.22027,-83.99621,"L13381","118254533"
"65-63",44.20804,-83.95704,"L6731","118254567"
"65-64",44.20999,-83.99093,"L4357","118254579"
"65-65",44.20304,-83.99121,"L5567","118254599"
"65-67",44.30916,-84.27898,"L1332","118253991"
"65-68",44.31582,-84.26148,"L8318","118253949"
"65-71",44.26638,-84.28732,"L9743","149758981"
"65-72",44.25604,-84.27669,"L2814","149758985"
"65-73",44.32416,-84.23954,NA,NA
"65-75",44.30582,-84.20732,"L902","118253985"
"65-76",44.3086,-84.19676,"L552","118253957"
"65-78",44.31499,-84.16093,"L3991","118253893"
"65-79",44.29443,-84.17037,"L449","118254033"
"65-8",44.20916,-84.2476,"L12094","149759019"
"65-80",44.30193,-84.19787,"L1329","118253999"
"65-85",44.26332,-84.20593,"L11324","118254249"
"65-87",44.31999,-83.91287,"L12715","118253767"
"65-88",44.32277,-83.93343,"L3537","118253747"
"65-89",44.31605,-83.93959,"L2031","118253755"
"65-90",44.32527,-83.95121,"L2031","118253755"
"65-91",44.33471,-83.9751,"L10617","118253713"
"65-93",44.32277,-83.96843,"L9505","118253787"
"65-94",44.3286,-83.98232,"L9059","118253753"
"65-95",44.33017,-83.99651,"L2788","118253749"
"65-96",44.32997,-83.98385,"L12701","118253745"
"65-98",44.31419,-83.93158,"L7115","118253809"
